Code;TAS20;F1;F2;F3;Gender;Age;Card;Text
de3c32efe4677ed064961e2a2bd6b7be;54;18;20;16;2;50;1;Era un niño que miraba muy triste el violín, que le obligaba tocar, porque a él le hubiera gustado tocar otro instrumento, como la batería.
de3c32efe4677ed064961e2a2bd6b7be;54;18;20;16;2;50;12VN;Un día en el bosque en el que disfrutamos mucho y pudimos recorrer el río en una barca, haciendo cosas distintas de las habituales, y en el que lo pasamos muy bien.
de3c32efe4677ed064961e2a2bd6b7be;54;18;20;16;2;50;7VH;Esta era la historía de un señor anciano en el que contaba cosas a otro alumnos más joven al que le explicaba lo importante de saber las cosas y pensarlas antes de hacerlas.
f73539399a0f386943ee6d98b400367f;46;15;14;17;1;53;1;Un niño que quería aprender a tocar el Violín y estaba triste por no poder escuchar su sonido debido a su problema de audición, de ahí su tristeza
f73539399a0f386943ee6d98b400367f;46;15;14;17;1;53;9VH;Una cuadrilla de trabajadores agrícolas que descansan la siesta a la sombra de un árbol después de una dura mañana de trabajo a pleno sol. 
f73539399a0f386943ee6d98b400367f;46;15;14;17;1;53;11;Un bonito lugar escondido en el bosque pero de difícil acceso por sus piedras mojadas y resbaladizas por su impresionante cascada
f73539399a0f386943ee6d98b400367f;46;15;14;17;1;53;13HM;Un hombre que al volver de su trabajo encuentra a su mujer  muerta en la cama, se había suicidado con unas pastillas y él muestra su sufrimiento por no haberla podido ayudar antes
d1bbd6a3059b704e375e79a61cb97f4a;42;12;16;14;2;26;13HM;Está la mujer dormida, su esposo se acaba de levantar, está pensando en lo tarde que es y que tiene que llegar rápido al trabajo.
d1bbd6a3059b704e375e79a61cb97f4a;42;12;16;14;2;26;1;Este niño está frustrado porque tiene demasiados deseos de tocar el violín, pero no le sale como él quisiera, entonces justamente está pensando en qué cosas tiene que hacer para poder mejorar.
d1bbd6a3059b704e375e79a61cb97f4a;42;12;16;14;2;26;11;Es como un animal, que ha llegado como a la zona de un risco, donde hay una cascada también y está ahí tranquilamente pastando mientras piensa en la vida.
c7948d26bdae3927d400489fc0176949;42;12;16;14;2;13;13N;Pues es un niño que está subiendo unas escaleras, que irá a algún sitio.
c7948d26bdae3927d400489fc0176949;42;12;16;14;2;13;11;Pues es un paisaje en el que parece haber animales y ya está.
c7948d26bdae3927d400489fc0176949;42;12;16;14;2;13;18NM;Pues son dos personas que no sé qué están haciendo. Se están despidiendo porque ese se va por ahí, lejos.
8a17721b00de1ac4e9e771b3d06c3131;41;13;13;15;2;49;1;un niño al que regalaron un violín. Después de agradecer el preciado regalo a sus tíoss cogió el violín y se lo llevó  su habitación. Alli, sentado en su escritlrio, miraba y remiraba aquel violín mientras se preguntaba ¿Por qué no me habrán comprado el microscopio que había pedido?
8a17721b00de1ac4e9e771b3d06c3131;41;13;13;15;2;49;9VH;cuatro amigos que salieron a bailar. Y bailaron. Y rieron. Y al día siguiente la hierba acogió, cómplice, su descanso.
8a17721b00de1ac4e9e771b3d06c3131;41;13;13;15;2;49;11;un barco velero que, cegado por el brillo del faro, se deshizo contra el espigón empujado por la furia del mar.
8a17721b00de1ac4e9e771b3d06c3131;41;13;13;15;2;49;13HM;un pobre hombre, pobre, que compungido le decía a su mu mujer, a esa que ya no quería ser su esposa mira lo que me has hecho hacer
15999e894f4fd0afafb1636a084f3b6f;46;22;10;14;1;18;1;tanto me han apretado con lo de las clases extraescolares, que he desarrollado el superpoder de tocar el violín con la mente, mientras los demás compañeros se dejan el cuello sujetando el violín, yo lo toco mandándole órdenes cerebrales al instrumento, el primer día que lo conseguí el profesor me dió una colleja pensando que dormía, cuando empezó a sonar se asustó tanto que ya ni se me acerca, ahora aprovecho las clases de violín para tocar con la mente y para dormir a intervalos con la certeza de que la mente del profesor no va a decirle a su mano que me ajusticie. Cada uno a lo suyo. Fin
15999e894f4fd0afafb1636a084f3b6f;46;22;10;14;1;18;9VH;un cumpleaños que duró lo que una boda gitana, cuatro días de parranda que acabó con una siesta comunal de todos los asistentes. Veintisiete personas adultas desparramadas por la plaza mayor a merced del sol. Mientras el cumpleañero, aún seguía bailando. Fin 
15999e894f4fd0afafb1636a084f3b6f;46;22;10;14;1;18;11;una miope que salió sin gafas a la calle, las fotos que hizo eran tan ciegas como su miopía, cuando enseñó las fotos de la excursión en casa le dijeron: hija mía dónde has estado?No se decirles padres, porque lo pasé bien pero ver no ví nada.
15999e894f4fd0afafb1636a084f3b6f;46;22;10;14;1;18;13HM;mientras dormía soñé que me despertaba siendo hombre, vestía traje y corbata, tenía un trabajo de oficina y me disponía a ir a trabajar, me lavantaba a las 04:00 am y entraba a las 06:00, aún me quedaban dos horas de tren, decidía coger un libro de la mesilla para leer, dos tomos de enciclopedia y el manual de radioaficionado, al menos, me dije tendría lectura para la ida. Fin
fef2bf388aa21eace80757369757689c;72;26;22;24;1;42;1;un niño al que sus padres de clase acomodada le dijeron que tenía que aprender a tocar el violín y el niño lo odiaba.
fef2bf388aa21eace80757369757689c;72;26;22;24;1;42;9VH;unos tíos que se fueron de juerga y ahora están durmiendo la mona.
fef2bf388aa21eace80757369757689c;72;26;22;24;1;42;11;unos caballeros que volvían de jugar a Cruzadas cuando un dragón les atacó camino de casa... (no se aprecia bien la zona alrededor del puente)
fef2bf388aa21eace80757369757689c;72;26;22;24;1;42;13HM;un hombre que mata a su amante porque ella le amenazó con contárselo a su mujer si este no se iba con ella.
e14ce5d06da3daeee9aa512060e88b88;36;16;10;10;2;43;1;un niño que iba a clase de violin porque sus padres le obligaban, pero realmente no le gustaba, a él le gustaba dibujar y era muy buen dibujante.
e14ce5d06da3daeee9aa512060e88b88;36;16;10;10;2;43;9VH;un hombre que salió de juerga con sus amigos y cuando se despertó a la mañana siguiente estaba durmiendo a la intemperie rodeado de algunos de ellos.
e14ce5d06da3daeee9aa512060e88b88;36;16;10;10;2;43;11;una familia de pájaros que vivían en un rincón precioso del bosque inaccesible para los humanos. Había una cascada, vegetación y muchas rocas.
e14ce5d06da3daeee9aa512060e88b88;36;16;10;10;2;43;13HM;Había una vez un hombre, normal de cara al exterior, sin embargo era un asesino en serie que mataba a mujeres mientras dormían sin ningún tipo de remordimiento.
9d2184b8f8bb5805ba22f9f544efa9da;59;24;19;16;1;55;1;Un niño frustrado ante un violín
9d2184b8f8bb5805ba22f9f544efa9da;59;24;19;16;1;55;9VH;4 hombres descansando tras un ardúo esfuerzo
9d2184b8f8bb5805ba22f9f544efa9da;59;24;19;16;1;55;11;Érase algo
9d2184b8f8bb5805ba22f9f544efa9da;59;24;19;16;1;55;13HM;La desesperación, por no pensar en una historia más fea
481fe8a7d55b142fde7d60832023f522;41;20;12;9;2;25;1;un chico que se encontraba pensativo debatiéndose entre tocar el violín o no. Sabía que para mejorar debía dedicarle tiempo, pero en ese momento no le apetecía nada.
481fe8a7d55b142fde7d60832023f522;41;20;12;9;2;25;9VH;unos trabajadores del campo que descansaron un ratito echándose los unos sobre los otros en la tierra en un tiempo muerto.
481fe8a7d55b142fde7d60832023f522;41;20;12;9;2;25;11;unos pájaros salvajes que se refrescaban bajo una cascada.
481fe8a7d55b142fde7d60832023f522;41;20;12;9;2;25;13HM;un hombre que la mató porque era suya.
a6b4fdc876529e96d6f3e8c6ef92850d;35;13;9;13;2;25;1;Rápidamente, el niño, acude al estudio de sus padres, coloca el instrumento delicadamente sobre un paño encima de la mesa. Trata de pensar cómo podría arreglarlo, se siente frustrado por no tener una solución rápida. Finalmente, decide pedir ayuda a sus padres, los cuales le ayudan a solventarlo y recupera su violín.
a6b4fdc876529e96d6f3e8c6ef92850d;35;13;9;13;2;25;9VH;un grupo de trabajadores que, tras la jornada de trabajo, deciden comer juntos y echarse una siesta para reponer fuerzas.
a6b4fdc876529e96d6f3e8c6ef92850d;35;13;9;13;2;25;11;un senderista que decide hacer una ruta un domingo soleado. El camino comienza a complicarse por la pendiente de subida. Cansado, decide hacer una parada y disfrutar de la naturaleza. Se da cuenta de que finalizar la ruta no es lo relevante, sino disfrutar del paisaje. A su derecha observa el canto de unos pájaros, seguido de un río con su respectivo ruido relajante y, al fondo, la inmensidad del bosque y los altos árboles.
a6b4fdc876529e96d6f3e8c6ef92850d;35;13;9;13;2;25;13HM;una pareja. Ambos se encontraban durmiendo en su domicilio. A primera hora suena el despertador, él se tiene que despertar para ir a trabajar. Trata de no despertar a su pareja, se levanta sigilosamente, se viste, se frota los ojos del cansancio y sale camino del trabajo.
fa92d4edba435481e1054c69078c5389;42;15;10;17;2;18;1;un niño que al que le obligaban tocar el violín. A él le gustaba la música, pero no era muy bueno tocando instrumentos y sus padres le obligaban a ir al conservatorio y tomar clases de música, pero a él le daba vergüenza hacerlo delante de sus amigos. Y al llegar a casa, cuando tenía que estudiar las partituras, se aburría y agobiaba a la vez.
fa92d4edba435481e1054c69078c5389;42;15;10;17;2;18;9VH;unos granjeros, unos campesinos que vivían en el pueblo, cansados de trabajar, de estar todo el día con el ganado, cargando alpacas, segando prados... aprovecharon los primeros rayos de sol, después de comerse el bocadillo de jamón que traían para comer, para tumbarse en los prados, que todavía no estaban segados, y dormir una pequeña siesta.
fa92d4edba435481e1054c69078c5389;42;15;10;17;2;18;11;un hombre que estaba realizando kayak por el río, se adentró en unos rápidos que le hicieron perder el control de su canoa y cayó dese una gran catarata. Un dragón dormido en una cueva cerca de las cataratas, se despertó debido al gran golpe que ocasionó el hombre, pero cuando el dragón quiso salvarle, ya era demasiado tarde.
fa92d4edba435481e1054c69078c5389;42;15;10;17;2;18;13HM;un matrimonio que llevaba muchos años juntos, se vio afectado por la crisis económica y debido a ello tuvieron que mudarse a una casa mucho más humilde y pobre. El hombre tenía que trabajar hasta tarde y levantarse temprano todos los días, mientras que la mujer descansaba, como podía, en una cama muy pequeña por las noches, y durante el día se recorría las calles en busca de alguna solución mejor.
57898b30241309715d46653b53967650;44;14;15;15;2;41;1;Un objeto tonto e inútil que no sirve de nada,solo para molestar y quitarme tiempo. Yo,lo que quiero realmente hacer son malabares,y trabajar en un circo!
57898b30241309715d46653b53967650;44;14;15;15;2;41;9VH;Unos hombres cansados de tanto campo,de madrugar y descansar poco,de tanto sol y poca comida.
57898b30241309715d46653b53967650;44;14;15;15;2;41;11;Una cascada escondida en plena sierra,y un camino peligroso que conducía a ella. Era la única forma de atravesar el puente hacia el otro lado del río.
57898b30241309715d46653b53967650;44;14;15;15;2;41;13HM;Un arrepentimiento,una tortura y un dolor del que no iba a poder escapar jamás.
1384903a9d83e20ccd863fe23876e919;42;14;11;17;2;24;1;Un niño que se aburría mucho porque sus padres querían que aprendiese violin y no le gusta nada y además no se le da bien. Se siente muy frustrado.
1384903a9d83e20ccd863fe23876e919;42;14;11;17;2;24;9VH;Un soldado que llevaba mucho tiempo fuera de casa y, cansado, pensaba en cómo sería volver a ver a su chica.
1384903a9d83e20ccd863fe23876e919;42;14;11;17;2;24;11;Dos urracas que vivían en una cascada mágica, y la cuidaban para que nadie descubrirse el secreto que guardaba dentro.
1384903a9d83e20ccd863fe23876e919;42;14;11;17;2;24;13HM;Un hombre que tuvo que matar con mucha pena a su amante que estaba embarazada porque sino su mujer se enteraría, lo hace con mucha pena.
1384903a9d83e20ccd863fe23876e919;42;14;11;17;2;24;7VH;Creo que es un padre y un hijo, el padre está mirando decepcionado al hijo, el hijo creo que ha hecho algo malo. Es un empresario importante, pero está haciendo cosas mal y el padre está decepcionado por cómo ha criado a su hijo y lo mira con disgusto.
1384903a9d83e20ccd863fe23876e919;42;14;11;17;2;24;11;Parece como una cascada, con unas rocas debajo y una urracas en medio, y es un día en el campo que unos pájaros se encontraron y se enamoraron en este precioso paisaje.
1384903a9d83e20ccd863fe23876e919;42;14;11;17;2;24;13VH;Es un niño que está solo porque ha habido un incendio en la casa, sus padres han fallecido y no sabe qué hacer, no sabe a quien pedir ayuda y está solo en el mundo.
11234a3a0859093a668ef4669db3f148;69;22;20;27;1;43;1;Un niño que estaba imaginando como convertise en un gran violinista. Con esfuerzo y mucho estudio llegaría a ser un gran músico
11234a3a0859093a668ef4669db3f148;69;22;20;27;1;43;9VH;un grupo de personas que estaban descansando después de realizar un gran esfuerzo levantando una iglesia todos juntos.
11234a3a0859093a668ef4669db3f148;69;22;20;27;1;43;11;un frondoso y mágico bosque lleno de animales fantásticos, plantas originales y cascadas nunca vistas.
11234a3a0859093a668ef4669db3f148;69;22;20;27;1;43;13HM;un hombre que acababa de encontrar muerta a su mujer.no podía encontrar el consuelo de esa pérdida.
35ec883bd1624fd39bb891159f49d60d;33;8;6;19;2;43;1;Pablo no sabía cómo podría conseguir aprender a acariciar aquel instrumento que con tanto cariño le había reglado su abuelo. Se ponía una gran presión sobre sus hombros, más de la que su propio abuelo pretendía con aquel presente. ¿Cómo si quiera podría iniciarse en algo en lo que su abuelo era virtuoso? El mejor de los regalos, pertenecer a aquella saga familiar, tener el orgullo de que a su nombre le acompañara aquel apellido, se había convertido en la peor de las condenas.
35ec883bd1624fd39bb891159f49d60d;33;8;6;19;2;43;9VH;Tras una larga y dura jornada se dispusieron a descansar lejos de los patronos y de sus órdenes incesantes. Sabían que siendo temporeros aquella labor era algo que tenía un fin marcado y eso les daba cierta paz. Sabían también que el jornal que se ganaban a pulso era lo que les permitiría mantener a sus mujeres e hijos durante la temporada próxima. Y es que ya eran años repitiendo la misma rutina, pero aún así, cada amanecer se presentaba como una pesadilla a la que enfrentarse. Y, sin embargo, saber que en unos meses estarían de vuelta en casa sabiendo que podrían tener una vida tranquila y próspera durante un tiempo, por breve que fuera, lo compensaba todo.
35ec883bd1624fd39bb891159f49d60d;33;8;6;19;2;43;11;Cuentan que, en las cumbres más inaccesibles de la montaña del lugar, la única que hay en realidad, habita un dragón huraño que había perdido toda ilusión y capacidad de confiar en el hombre. Tal era su desencanto y hartazgo que, en el único sendero que había para poder llegar a su hogar, se había dedicado a elaborar y diseñar todo tipo de pruebas que nunca un humano podría superar, ya que para ello debería disponer de nobleza y dignidad, y por aquel entonces el hombre andaba cojo tanto de lo uno como de lo otro. Siglos pasaron cuando una mañana para su sorpresa despertó le del sueño una voz. Tardó en identificar aquel sonido que escuchaba, ya que tanto tiempo había pasado que ya no recordaba cómo sonaban las voces de los humanos. Para cuando fue capaz de ser consciente de lo que llegaba a sus oídos, en lugar de sorpresa o rechazo su corazón se llenó de interés y emoción, ya que quien fuera que había llegado hasta allí era un rayo de esperanza, una posibilidad en medio de miles de fracasos, un futuro dentro de un odioso pasado. Y salió de su guarida, y sonrió.
35ec883bd1624fd39bb891159f49d60d;33;8;6;19;2;43;13HM;Dentro de aquella habitación los sentimientos se pintaban en tonos grises. Tener que marchar sin remedio era algo que partía la vida y el alma de los dos. Él prefirió irse sin despedirse, sin hacer ruido. Las despedidas duelen menos si no hay palabras. Prefería que en sus recuerdos ella no estuviera llorando, prefería no tener que recordar su voz rota. Los recuerdos eran de las pocas cosas que podía llevar consigo, e iban a ser para siempre. Consiguió a duras penas recomponerse sin despertarla, se despidió con un delicado beso para no perturbar su sueño y salió de la habitación tras oler su piel por última vez.
b503902cc1fffcb77c2eb8da5148e64d;60;22;18;20;1;43;1;Dejó el violín encima de la mesa y posó su mirada sobre él. Sentía una mezcla de desprecio y misterio.
b503902cc1fffcb77c2eb8da5148e64d;60;22;18;20;1;43;9VH;Eran las 15h. Habían trabajado duramente durante toda la mañana. Esperaban el viaje de vuelta a sus casas mientras descansaban plácidamente.
b503902cc1fffcb77c2eb8da5148e64d;60;22;18;20;1;43;11;Para llegar al interior de la cueva había que atravesar un estrecho puente. Allí a lo alto, se veía una hilera de gente entrando en la oquedad de la roca. Pero, ¿sabían a donde iban realmente?
b503902cc1fffcb77c2eb8da5148e64d;60;22;18;20;1;43;13HM;Se levantó y se vistió. A su lado ella seguía durmiendo. Tenían el tiempo justo para coger el avión. Para cuándo ella se despertara él ya estaría volando. No se verían más.
aaa33e2e775930e2dabe54f8cb8bd08d;34;13;10;11;2;37;1;un niño que se aburría tanto en sus clases de música que se dedicaba a dormir y soñar con jugar al aire libre.
aaa33e2e775930e2dabe54f8cb8bd08d;34;13;10;11;2;37;9VH;Así era la vida de los hombres del campo antiguamente, compañeros que compartían todo, hasta el descanso
aaa33e2e775930e2dabe54f8cb8bd08d;34;13;10;11;2;37;11;Y las niñas habían quedado atrapadas en la cascada, les había sorprendido la crecida del río paseando por el bosque, ahora tenían q esperar hasta q alguien las encontrará y rescatarse.
aaa33e2e775930e2dabe54f8cb8bd08d;34;13;10;11;2;37;13HM;No podía creer lo q había hecho, la había matado con mis propias manos, a ella a la mujer que amaba.
e2670eda3bb416a1c1281713abc688c7;29;12;6;11;1;23;9VH;Hombres vestidos de campo que han estado segando y ahora es el mediodía y paran para echar la siesta porque hace mucho calor y están todos en un sitio como charlando y durmiendo a la sombra, muy tranquilos, descansando antes de volver a trabajar.
e2670eda3bb416a1c1281713abc688c7;29;12;6;11;1;23;11;Yo veo como unos gorriones que se han posado en la ladera de una montaña y están descansando en medio de un viaje. Y en la montaña ha habido derrumbamientos, pero no pasa nada. Y están pues tranquilos, reposando sin más.
e2670eda3bb416a1c1281713abc688c7;29;12;6;11;1;23;1;Pues lo que veo es un niño que está harto de tocar el violín, que le obligan, y es que está desesperado porque no le gusta nada, y está pues pensando cómo hacer para dejarlo.
e2670eda3bb416a1c1281713abc688c7;29;12;6;11;1;23;18NM;Dos mujeres, puede que sea su madre, pero no estoy seguro. Una está enferma, está medio desmayada, y la mujer la mira con tristeza porque está preocupada y ella está cayéndose y desmayándose, probablemente porque está enferma.
130b8662d2882fa141f2cfc59491167c;54;17;17;20;1;55;1;un niño músico, sentado y pensativo mirando a su violín.En busca de inspiración.
130b8662d2882fa141f2cfc59491167c;54;17;17;20;1;55;9VH;un grupo de vaqueros tirados sobre la hierva, durmiendo.
130b8662d2882fa141f2cfc59491167c;54;17;17;20;1;55;11;la ladera de una montaña, con algunas piedras sueltas....
130b8662d2882fa141f2cfc59491167c;54;17;17;20;1;55;13HM;un hombre y una mujer, puede que la mujer esté muerta y el hombre esté llorando…
65e24a82d12f4a91135102a8a7eaab06;39;17;9;13;2;36;1;Pues no teníamos clase de música y voy y me duermo... cualquiera diría que estaba todo en silencio. Bueno, en mi cabeza sí estaba todo en silencio. Soñé sin ruidos.
65e24a82d12f4a91135102a8a7eaab06;39;17;9;13;2;36;9VH;Un día echámos la siesta entre mimos y risas. Con mucha más cercanía entre nosotros de lo  que era habitual. Y con bromas menos tontas. Nos gustó. Desde entonces, la siesta es cercana.
65e24a82d12f4a91135102a8a7eaab06;39;17;9;13;2;36;11;Estoy escondida. Tan bien escondida, que no me encuentro ni yo.
65e24a82d12f4a91135102a8a7eaab06;39;17;9;13;2;36;13HM;Me ciega el sol, a ti no te molesta para dormir... ¿cómo puedes dormir asi? ... ¿Estás bien? ... ¡¡¡Ana, responde!!!
d14d5cbe51c764156f09db8a15d79a97;49;18;12;19;2;23;1;un joven que tocaba el violín. Practicaba y practicaba pero no lograba mejorar, lo que lo frustraba mucho, porque su padre quería que fuese un gran violinista. Pero realmente, él no quería tocar el violín, no le gustaba.
d14d5cbe51c764156f09db8a15d79a97;49;18;12;19;2;23;9VH;un hombre que trabajaba muy duro. Cada día, a la hora de comer, se echaba un rato a descansar, antes de seguir con sus labores.
d14d5cbe51c764156f09db8a15d79a97;49;18;12;19;2;23;11;una cascada encantada, que estaba escondida al final del bosque. Los niños iban siempre a jugar ahí, a pesar de que no tenían permiso de alejarse tanto.
d14d5cbe51c764156f09db8a15d79a97;49;18;12;19;2;23;13HM;un hombre que despertó, después de una larga noche de fiesta y borrachera, junto a una mujer desconocida. Al despertarse, se dio cuenta de que llegaba tarde al trabajo y se vistió lo más rápido que la resaca le permitió.
efb2088a8ab28dc16c158813ae396ec8;35;13;9;13;2;29;13HM;Me da sensación de que le ha pasado algo y que el hombre está disgustado, está llorando. Está tapandose los ojos porque está llorando.
efb2088a8ab28dc16c158813ae396ec8;35;13;9;13;2;29;13V;Pues esto es un niño que está tomando el sol y está esperando porque no hay niños alrededor. Está solo. Entonces está pensando a qué va a jugar.
efb2088a8ab28dc16c158813ae396ec8;35;13;9;13;2;29;10;Es una mujer que está besando el pecho a su marido como muestra de cariño. Le está abrazando y es un momento de cariño.
efb2088a8ab28dc16c158813ae396ec8;35;13;9;13;2;29;9BM;Unos cazadores que están en el campo y están descansado para la siguiente caza. Es un día soleado y se van a echar una siesta para salir después.
efb2088a8ab28dc16c158813ae396ec8;35;13;9;13;2;29;11;Hay unos dragones que acaban de aterrizar en una cueva y están preparados para saltar por el precipicio.
0e5421ba26b1f23f62d8393bf4ffd526;43;14;14;15;1;37;9VH;Parece que están descansando, porque están unos apoyados en otros, porque tienen los gorros puestos deliberadamente sobre la cabeza, así que supongo que están bajo el sol un día de verano o algo así. Una serie de trabajadores que han estado trabajando y se han tumbado a descansar.
